[ 2016-06-21T00:35:04+08:00 ] /QA/index.php/member/myanswer?__hash__=364ee495430ed5579a40ded598361193_e7e2688cd8f3b51c122fe53d3e439461 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:12+08:00 ] /QA/index.php/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T18:27:12+08:00 ] /QA/index.php/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:12+08:00 ] /QA/index.php/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:12+08:00 ] /QA/index.php/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.009001s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.008001s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.009000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.028001s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028001s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:13+08:00 ] /QA/index.php/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run TokenBuild Behavior [ RunTime:0.003000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:14+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:17+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run ParseTemplate Behavior [ RunTime:0.020001s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020001s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:19+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:21+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run ParseTemplate Behavior [ RunTime:0.019001s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019001s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Run ShowPageTrace Behavior [ RunTime:0.002001s ]
[ 2016-06-21T18:27:24+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run ParseTemplate Behavior [ RunTime:0.020001s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020001s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run ContentReplace Behavior [ RunTime:0.001001s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004001s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:25+08:00 ] /QA/index.php/member/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001001s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001001s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run ParseTemplate Behavior [ RunTime:0.023001s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023001s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:27+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_template ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run ParseTemplate Behavior [ RunTime:0.045002s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_parse ] --END-- [ RunTime:0.045002s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_end ] --START--
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:28+08:00 ] /QA/index.php/member/myanswer | INFO: Tag[ view_end ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --START--
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --START--
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T18:27:29+08:00 ] /QA/index.php/member/myask | INFO: Run ShowRuntime Behavior [ RunTime:0.002001s ]
